
Host: smg13363-ws

Timers On : Tue Jan  5 09:34:01 2021
Timers Off: Tue Jan  5 09:34:38 2021

Wall Time:       36.24 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Module                                       User      System        Wall        Calls
Total PK formation time             :      5.167u      0.067s      3.191w     15 calls
HF: Form core H                     :      0.017u      0.000s      0.006w     15 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     15 calls
HF: Guess                           :      0.983u      0.000s      0.602w     15 calls
SAD Guess                           :      0.917u      0.000s      0.563w      5 calls
HF: Form G                          :      1.150u      0.033s      0.675w    175 calls
JK: D                               :      0.000u      0.000s      0.001w    175 calls
JK: USO2AO                          :      0.033u      0.000s      0.010w    175 calls
JK: JK                              :      1.083u      0.033s      0.645w    175 calls
PK computes JK                      :      1.083u      0.033s      0.644w    175 calls
JK: AO2USO                          :      0.033u      0.000s      0.013w    175 calls
HF: Form F                          :      0.017u      0.000s      0.001w    175 calls
HF: Form D                          :      0.000u      0.000s      0.002w    175 calls
HF: DIIS                            :      0.083u      0.000s      0.067w    170 calls
DIISManager::add_entry              :      0.000u      0.000s      0.007w    160 calls
DIISManager::extrapolate            :      0.033u      0.000s      0.014w    160 calls
bMatrix setup                       :      0.033u      0.000s      0.005w    160 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.004w    160 calls
New vector                          :      0.000u      0.000s      0.004w    160 calls
HF: Form C                          :      0.033u      0.000s      0.032w    170 calls
Grad: V T Perturb                   :      0.300u      0.100s      0.209w     15 calls
Grad: S                             :      0.017u      0.000s      0.009w     15 calls
Grad: JK                            :     19.833u      0.000s     11.892w     15 calls
Grad: XC                            :      0.000u      0.000s      0.000w     15 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      5.167u      0.067s      3.191w     15 calls
HF: Form core H                     :      0.017u      0.000s      0.006w     15 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     15 calls
HF: Guess                           :      0.983u      0.000s      0.602w     15 calls
| SAD Guess                         :      0.917u      0.000s      0.563w      5 calls
HF: Form G                          :      1.150u      0.033s      0.675w    175 calls
| JK: D                             :      0.000u      0.000s      0.001w    175 calls
| JK: USO2AO                        :      0.033u      0.000s      0.010w    175 calls
| JK: JK                            :      1.083u      0.033s      0.645w    175 calls
| | PK computes JK                  :      1.083u      0.033s      0.644w    175 calls
| JK: AO2USO                        :      0.033u      0.000s      0.013w    175 calls
HF: Form F                          :      0.017u      0.000s      0.001w    175 calls
HF: Form D                          :      0.000u      0.000s      0.002w    175 calls
HF: DIIS                            :      0.083u      0.000s      0.067w    170 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.007w    160 calls
| DIISManager::extrapolate          :      0.033u      0.000s      0.014w    160 calls
| | bMatrix setup                   :      0.033u      0.000s      0.005w    160 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.004w    160 calls
| | New vector                      :      0.000u      0.000s      0.004w    160 calls
HF: Form C                          :      0.033u      0.000s      0.032w    170 calls
Grad: V T Perturb                   :      0.300u      0.100s      0.209w     15 calls
Grad: S                             :      0.017u      0.000s      0.009w     15 calls
Grad: JK                            :     19.833u      0.000s     11.892w     15 calls
Grad: XC                            :      0.000u      0.000s      0.000w     15 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 09:57:00 2021
Timers Off: Tue Jan  5 10:00:11 2021

Wall Time:      191.55 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     50.567u      0.700s     30.723w    145 calls
HF: Form core H                     :      0.083u      0.017s      0.051w    145 calls
HF: Form S/X                        :      0.033u      0.000s      0.022w    145 calls
HF: Guess                           :      9.967u      0.033s      6.032w    145 calls
SAD Guess                           :      9.350u      0.000s      5.648w     50 calls
HF: Form G                          :     10.333u      0.233s      6.271w   1683 calls
JK: D                               :      0.017u      0.000s      0.013w   1683 calls
JK: USO2AO                          :      0.133u      0.000s      0.104w   1683 calls
JK: JK                              :      9.817u      0.233s      5.968w   1683 calls
PK computes JK                      :      9.817u      0.233s      5.966w   1683 calls
JK: AO2USO                          :      0.217u      0.000s      0.125w   1683 calls
HF: Form F                          :      0.017u      0.000s      0.014w   1683 calls
HF: Form D                          :      0.000u      0.000s      0.016w   1683 calls
HF: DIIS                            :      1.000u      0.000s      0.666w   1633 calls
DIISManager::add_entry              :      0.033u      0.000s      0.079w   1538 calls
DIISManager::extrapolate            :      0.200u      0.000s      0.138w   1538 calls
bMatrix setup                       :      0.100u      0.000s      0.053w   1538 calls
bMatrix pseudoinverse               :      0.067u      0.000s      0.040w   1538 calls
New vector                          :      0.017u      0.000s      0.042w   1538 calls
HF: Form C                          :      0.467u      0.000s      0.314w   1633 calls
Grad: V T Perturb                   :      2.850u      0.217s      1.937w    145 calls
Grad: S                             :      0.183u      0.000s      0.098w    145 calls
Grad: JK                            :    191.150u      0.000s    119.478w    145 calls
Grad: XC                            :      0.000u      0.000s      0.000w    145 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     50.567u      0.700s     30.723w    145 calls
HF: Form core H                     :      0.083u      0.017s      0.051w    145 calls
HF: Form S/X                        :      0.033u      0.000s      0.022w    145 calls
HF: Guess                           :      9.967u      0.033s      6.032w    145 calls
| SAD Guess                         :      9.350u      0.000s      5.648w     50 calls
HF: Form G                          :     10.333u      0.233s      6.271w   1683 calls
| JK: D                             :      0.017u      0.000s      0.013w   1683 calls
| JK: USO2AO                        :      0.133u      0.000s      0.104w   1683 calls
| JK: JK                            :      9.817u      0.233s      5.968w   1683 calls
| | PK computes JK                  :      9.817u      0.233s      5.966w   1683 calls
| JK: AO2USO                        :      0.217u      0.000s      0.125w   1683 calls
HF: Form F                          :      0.017u      0.000s      0.014w   1683 calls
HF: Form D                          :      0.000u      0.000s      0.016w   1683 calls
HF: DIIS                            :      1.000u      0.000s      0.666w   1633 calls
| DIISManager::add_entry            :      0.033u      0.000s      0.079w   1538 calls
| DIISManager::extrapolate          :      0.200u      0.000s      0.138w   1538 calls
| | bMatrix setup                   :      0.100u      0.000s      0.053w   1538 calls
| | bMatrix pseudoinverse           :      0.067u      0.000s      0.040w   1538 calls
| | New vector                      :      0.017u      0.000s      0.042w   1538 calls
HF: Form C                          :      0.467u      0.000s      0.314w   1633 calls
Grad: V T Perturb                   :      2.850u      0.217s      1.937w    145 calls
Grad: S                             :      0.183u      0.000s      0.098w    145 calls
Grad: JK                            :    191.150u      0.000s    119.478w    145 calls
Grad: XC                            :      0.000u      0.000s      0.000w    145 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 10:04:41 2021
Timers Off: Tue Jan  5 10:13:18 2021

Wall Time:      517.17 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :    139.483u      2.100s     84.878w    407 calls
HF: Form core H                     :      0.250u      0.100s      0.371w    407 calls
HF: Form S/X                        :      0.133u      0.000s      0.070w    407 calls
HF: Guess                           :     19.967u      0.033s     12.012w    407 calls
SAD Guess                           :     18.650u      0.033s     11.214w    100 calls
HF: Form G                          :     29.933u      0.350s     18.393w   5016 calls
JK: D                               :      0.033u      0.000s      0.039w   5016 calls
JK: USO2AO                          :      0.550u      0.000s      0.310w   5016 calls
JK: JK                              :     28.483u      0.350s     17.470w   5016 calls
PK computes JK                      :     28.483u      0.350s     17.465w   5016 calls
JK: AO2USO                          :      0.533u      0.000s      0.380w   5016 calls
HF: Form F                          :      0.050u      0.000s      0.041w   5016 calls
HF: Form D                          :      0.067u      0.000s      0.052w   5016 calls
HF: DIIS                            :      3.300u      0.167s      2.050w   4916 calls
DIISManager::add_entry              :      0.383u      0.017s      0.247w   4609 calls
DIISManager::extrapolate            :      0.633u      0.083s      0.451w   4609 calls
bMatrix setup                       :      0.267u      0.050s      0.173w   4609 calls
bMatrix pseudoinverse               :      0.167u      0.000s      0.127w   4609 calls
New vector                          :      0.183u      0.033s      0.137w   4609 calls
HF: Form C                          :      1.767u      0.067s      0.947w   4916 calls
Grad: V T Perturb                   :      7.917u      0.183s      4.949w    407 calls
Grad: S                             :      0.450u      0.000s      0.256w    407 calls
Grad: JK                            :    532.333u      0.017s    319.450w    407 calls
Grad: XC                            :      0.000u      0.000s      0.000w    407 calls

--------------------------------------------------------------------------------------
Total PK formation time             :    139.483u      2.100s     84.878w    407 calls
HF: Form core H                     :      0.250u      0.100s      0.371w    407 calls
HF: Form S/X                        :      0.133u      0.000s      0.070w    407 calls
HF: Guess                           :     19.967u      0.033s     12.012w    407 calls
| SAD Guess                         :     18.650u      0.033s     11.214w    100 calls
HF: Form G                          :     29.933u      0.350s     18.393w   5016 calls
| JK: D                             :      0.033u      0.000s      0.039w   5016 calls
| JK: USO2AO                        :      0.550u      0.000s      0.310w   5016 calls
| JK: JK                            :     28.483u      0.350s     17.470w   5016 calls
| | PK computes JK                  :     28.483u      0.350s     17.465w   5016 calls
| JK: AO2USO                        :      0.533u      0.000s      0.380w   5016 calls
HF: Form F                          :      0.050u      0.000s      0.041w   5016 calls
HF: Form D                          :      0.067u      0.000s      0.052w   5016 calls
HF: DIIS                            :      3.300u      0.167s      2.050w   4916 calls
| DIISManager::add_entry            :      0.383u      0.017s      0.247w   4609 calls
| DIISManager::extrapolate          :      0.633u      0.083s      0.451w   4609 calls
| | bMatrix setup                   :      0.267u      0.050s      0.173w   4609 calls
| | bMatrix pseudoinverse           :      0.167u      0.000s      0.127w   4609 calls
| | New vector                      :      0.183u      0.033s      0.137w   4609 calls
HF: Form C                          :      1.767u      0.067s      0.947w   4916 calls
Grad: V T Perturb                   :      7.917u      0.183s      4.949w    407 calls
Grad: S                             :      0.450u      0.000s      0.256w    407 calls
Grad: JK                            :    532.333u      0.017s    319.450w    407 calls
Grad: XC                            :      0.000u      0.000s      0.000w    407 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 11:16:03 2021
Timers Off: Tue Jan  5 11:26:47 2021

Wall Time:      643.97 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :    174.600u      3.233s    106.817w    509 calls
HF: Form core H                     :      0.333u      0.000s      0.551w    509 calls
HF: Form S/X                        :      0.200u      0.000s      0.097w    509 calls
HF: Guess                           :     20.067u      0.117s     12.051w    509 calls
SAD Guess                           :     18.600u      0.033s     11.215w    100 calls
HF: Form G                          :     38.350u      0.667s     22.597w   6120 calls
JK: D                               :      0.133u      0.000s      0.048w   6120 calls
JK: USO2AO                          :      0.550u      0.000s      0.380w   6120 calls
JK: JK                              :     36.600u      0.667s     21.448w   6120 calls
PK computes JK                      :     36.583u      0.667s     21.441w   6120 calls
JK: AO2USO                          :      0.717u      0.000s      0.476w   6120 calls
HF: Form F                          :      0.117u      0.000s      0.053w   6120 calls
HF: Form D                          :      0.033u      0.000s      0.064w   6120 calls
HF: DIIS                            :      3.683u      0.000s      2.533w   6020 calls
DIISManager::add_entry              :      0.417u      0.000s      0.315w   5611 calls
DIISManager::extrapolate            :      0.883u      0.000s      0.557w   5611 calls
bMatrix setup                       :      0.383u      0.000s      0.213w   5611 calls
bMatrix pseudoinverse               :      0.167u      0.000s      0.160w   5611 calls
New vector                          :      0.267u      0.000s      0.167w   5611 calls
HF: Form C                          :      1.717u      0.000s      1.173w   6020 calls
Grad: V T Perturb                   :     10.083u      1.717s      7.056w    509 calls
Grad: S                             :      0.500u      0.000s      0.321w    509 calls
Grad: JK                            :    663.817u      0.000s    398.216w    509 calls
Grad: XC                            :      0.000u      0.000s      0.000w    509 calls

--------------------------------------------------------------------------------------
Total PK formation time             :    174.600u      3.233s    106.817w    509 calls
HF: Form core H                     :      0.333u      0.000s      0.551w    509 calls
HF: Form S/X                        :      0.200u      0.000s      0.097w    509 calls
HF: Guess                           :     20.067u      0.117s     12.051w    509 calls
| SAD Guess                         :     18.600u      0.033s     11.215w    100 calls
HF: Form G                          :     38.350u      0.667s     22.597w   6120 calls
| JK: D                             :      0.133u      0.000s      0.048w   6120 calls
| JK: USO2AO                        :      0.550u      0.000s      0.380w   6120 calls
| JK: JK                            :     36.600u      0.667s     21.448w   6120 calls
| | PK computes JK                  :     36.583u      0.667s     21.441w   6120 calls
| JK: AO2USO                        :      0.717u      0.000s      0.476w   6120 calls
HF: Form F                          :      0.117u      0.000s      0.053w   6120 calls
HF: Form D                          :      0.033u      0.000s      0.064w   6120 calls
HF: DIIS                            :      3.683u      0.000s      2.533w   6020 calls
| DIISManager::add_entry            :      0.417u      0.000s      0.315w   5611 calls
| DIISManager::extrapolate          :      0.883u      0.000s      0.557w   5611 calls
| | bMatrix setup                   :      0.383u      0.000s      0.213w   5611 calls
| | bMatrix pseudoinverse           :      0.167u      0.000s      0.160w   5611 calls
| | New vector                      :      0.267u      0.000s      0.167w   5611 calls
HF: Form C                          :      1.717u      0.000s      1.173w   6020 calls
Grad: V T Perturb                   :     10.083u      1.717s      7.056w    509 calls
Grad: S                             :      0.500u      0.000s      0.321w    509 calls
Grad: JK                            :    663.817u      0.000s    398.216w    509 calls
Grad: XC                            :      0.000u      0.000s      0.000w    509 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:43:23 2021
Timers Off: Tue Jan  5 12:44:21 2021

Wall Time:       57.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     34.350u      0.083s     20.612w    100 calls
HF: Form core H                     :      0.033u      0.000s      0.043w    100 calls
HF: Form S/X                        :      0.000u      0.000s      0.016w    100 calls
HF: Guess                           :     19.733u      0.117s     11.870w    100 calls
SAD Guess                           :     18.550u      0.067s     11.121w    100 calls
HF: Form G                          :      7.450u      0.100s      4.784w   1293 calls
JK: D                               :      0.033u      0.000s      0.010w   1293 calls
JK: USO2AO                          :      0.083u      0.000s      0.084w   1293 calls
JK: JK                              :      7.150u      0.083s      4.539w   1293 calls
PK computes JK                      :      7.150u      0.083s      4.537w   1293 calls
JK: AO2USO                          :      0.167u      0.017s      0.100w   1293 calls
HF: Form F                          :      0.050u      0.000s      0.011w   1293 calls
HF: Form D                          :      0.033u      0.000s      0.013w   1293 calls
HF: DIIS                            :      1.083u      0.033s      0.541w   1193 calls
DIISManager::add_entry              :      0.100u      0.017s      0.065w   1193 calls
DIISManager::extrapolate            :      0.300u      0.000s      0.128w   1193 calls
bMatrix setup                       :      0.150u      0.000s      0.051w   1193 calls
bMatrix pseudoinverse               :      0.067u      0.000s      0.036w   1193 calls
New vector                          :      0.083u      0.000s      0.037w   1193 calls
HF: Form C                          :      0.417u      0.000s      0.228w   1193 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     34.350u      0.083s     20.612w    100 calls
HF: Form core H                     :      0.033u      0.000s      0.043w    100 calls
HF: Form S/X                        :      0.000u      0.000s      0.016w    100 calls
HF: Guess                           :     19.733u      0.117s     11.870w    100 calls
| SAD Guess                         :     18.550u      0.067s     11.121w    100 calls
HF: Form G                          :      7.450u      0.100s      4.784w   1293 calls
| JK: D                             :      0.033u      0.000s      0.010w   1293 calls
| JK: USO2AO                        :      0.083u      0.000s      0.084w   1293 calls
| JK: JK                            :      7.150u      0.083s      4.539w   1293 calls
| | PK computes JK                  :      7.150u      0.083s      4.537w   1293 calls
| JK: AO2USO                        :      0.167u      0.017s      0.100w   1293 calls
HF: Form F                          :      0.050u      0.000s      0.011w   1293 calls
HF: Form D                          :      0.033u      0.000s      0.013w   1293 calls
HF: DIIS                            :      1.083u      0.033s      0.541w   1193 calls
| DIISManager::add_entry            :      0.100u      0.017s      0.065w   1193 calls
| DIISManager::extrapolate          :      0.300u      0.000s      0.128w   1193 calls
| | bMatrix setup                   :      0.150u      0.000s      0.051w   1193 calls
| | bMatrix pseudoinverse           :      0.067u      0.000s      0.036w   1193 calls
| | New vector                      :      0.083u      0.000s      0.037w   1193 calls
HF: Form C                          :      0.417u      0.000s      0.228w   1193 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:46:13 2021
Timers Off: Tue Jan  5 12:46:13 2021

Wall Time:        0.25 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:48:10 2021
Timers Off: Tue Jan  5 12:48:10 2021

Wall Time:        0.23 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:48:25 2021
Timers Off: Tue Jan  5 12:49:19 2021

Wall Time:       53.89 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     14.833u      0.300s      9.036w     43 calls
HF: Form core H                     :      0.050u      0.000s      0.047w     43 calls
HF: Form S/X                        :      0.000u      0.000s      0.008w     43 calls
HF: Guess                           :      0.200u      0.000s      0.120w     43 calls
SAD Guess                           :      0.183u      0.000s      0.111w      1 calls
HF: Form G                          :      3.517u      0.050s      2.147w    579 calls
JK: D                               :      0.017u      0.000s      0.004w    579 calls
JK: USO2AO                          :      0.033u      0.000s      0.035w    579 calls
JK: JK                              :      3.383u      0.050s      2.041w    579 calls
PK computes JK                      :      3.383u      0.050s      2.040w    579 calls
JK: AO2USO                          :      0.050u      0.000s      0.045w    579 calls
HF: Form F                          :      0.000u      0.000s      0.005w    579 calls
HF: Form D                          :      0.033u      0.000s      0.006w    579 calls
HF: DIIS                            :      0.350u      0.017s      0.240w    578 calls
DIISManager::add_entry              :      0.017u      0.000s      0.029w    536 calls
DIISManager::extrapolate            :      0.117u      0.017s      0.056w    536 calls
bMatrix setup                       :      0.050u      0.017s      0.021w    536 calls
bMatrix pseudoinverse               :      0.050u      0.000s      0.016w    536 calls
New vector                          :      0.017u      0.000s      0.017w    536 calls
HF: Form C                          :      0.200u      0.000s      0.112w    578 calls
Grad: V T Perturb                   :      0.850u      0.167s      0.591w     43 calls
Grad: S                             :      0.017u      0.000s      0.027w     43 calls
Grad: JK                            :     56.250u      0.000s     33.779w     43 calls
Grad: XC                            :      0.000u      0.000s      0.000w     43 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     14.833u      0.300s      9.036w     43 calls
HF: Form core H                     :      0.050u      0.000s      0.047w     43 calls
HF: Form S/X                        :      0.000u      0.000s      0.008w     43 calls
HF: Guess                           :      0.200u      0.000s      0.120w     43 calls
| SAD Guess                         :      0.183u      0.000s      0.111w      1 calls
HF: Form G                          :      3.517u      0.050s      2.147w    579 calls
| JK: D                             :      0.017u      0.000s      0.004w    579 calls
| JK: USO2AO                        :      0.033u      0.000s      0.035w    579 calls
| JK: JK                            :      3.383u      0.050s      2.041w    579 calls
| | PK computes JK                  :      3.383u      0.050s      2.040w    579 calls
| JK: AO2USO                        :      0.050u      0.000s      0.045w    579 calls
HF: Form F                          :      0.000u      0.000s      0.005w    579 calls
HF: Form D                          :      0.033u      0.000s      0.006w    579 calls
HF: DIIS                            :      0.350u      0.017s      0.240w    578 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.029w    536 calls
| DIISManager::extrapolate          :      0.117u      0.017s      0.056w    536 calls
| | bMatrix setup                   :      0.050u      0.017s      0.021w    536 calls
| | bMatrix pseudoinverse           :      0.050u      0.000s      0.016w    536 calls
| | New vector                      :      0.017u      0.000s      0.017w    536 calls
HF: Form C                          :      0.200u      0.000s      0.112w    578 calls
Grad: V T Perturb                   :      0.850u      0.167s      0.591w     43 calls
Grad: S                             :      0.017u      0.000s      0.027w     43 calls
Grad: JK                            :     56.250u      0.000s     33.779w     43 calls
Grad: XC                            :      0.000u      0.000s      0.000w     43 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:49:53 2021
Timers Off: Tue Jan  5 12:49:53 2021

Wall Time:        0.23 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:50:46 2021
Timers Off: Tue Jan  5 12:51:48 2021

Wall Time:       62.01 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     16.150u      0.300s      9.868w     50 calls
HF: Form core H                     :      0.017u      0.033s      0.055w     50 calls
HF: Form S/X                        :      0.033u      0.000s      0.008w     50 calls
HF: Guess                           :      0.200u      0.000s      0.121w     50 calls
SAD Guess                           :      0.183u      0.000s      0.112w      1 calls
HF: Form G                          :      3.950u      0.083s      2.476w    671 calls
JK: D                               :      0.000u      0.000s      0.005w    671 calls
JK: USO2AO                          :      0.100u      0.000s      0.040w    671 calls
JK: JK                              :      3.717u      0.083s      2.354w    671 calls
PK computes JK                      :      3.717u      0.083s      2.353w    671 calls
JK: AO2USO                          :      0.067u      0.000s      0.051w    671 calls
HF: Form F                          :      0.050u      0.000s      0.005w    671 calls
HF: Form D                          :      0.017u      0.000s      0.007w    671 calls
HF: DIIS                            :      0.500u      0.033s      0.279w    670 calls
DIISManager::add_entry              :      0.083u      0.017s      0.034w    621 calls
DIISManager::extrapolate            :      0.117u      0.017s      0.065w    621 calls
bMatrix setup                       :      0.033u      0.000s      0.024w    621 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.019w    621 calls
New vector                          :      0.067u      0.017s      0.020w    621 calls
HF: Form C                          :      0.250u      0.000s      0.130w    670 calls
Grad: V T Perturb                   :      0.983u      0.217s      0.689w     50 calls
Grad: S                             :      0.033u      0.000s      0.032w     50 calls
Grad: JK                            :     65.533u      0.000s     39.346w     50 calls
Grad: XC                            :      0.000u      0.000s      0.000w     50 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     16.150u      0.300s      9.868w     50 calls
HF: Form core H                     :      0.017u      0.033s      0.055w     50 calls
HF: Form S/X                        :      0.033u      0.000s      0.008w     50 calls
HF: Guess                           :      0.200u      0.000s      0.121w     50 calls
| SAD Guess                         :      0.183u      0.000s      0.112w      1 calls
HF: Form G                          :      3.950u      0.083s      2.476w    671 calls
| JK: D                             :      0.000u      0.000s      0.005w    671 calls
| JK: USO2AO                        :      0.100u      0.000s      0.040w    671 calls
| JK: JK                            :      3.717u      0.083s      2.354w    671 calls
| | PK computes JK                  :      3.717u      0.083s      2.353w    671 calls
| JK: AO2USO                        :      0.067u      0.000s      0.051w    671 calls
HF: Form F                          :      0.050u      0.000s      0.005w    671 calls
HF: Form D                          :      0.017u      0.000s      0.007w    671 calls
HF: DIIS                            :      0.500u      0.033s      0.279w    670 calls
| DIISManager::add_entry            :      0.083u      0.017s      0.034w    621 calls
| DIISManager::extrapolate          :      0.117u      0.017s      0.065w    621 calls
| | bMatrix setup                   :      0.033u      0.000s      0.024w    621 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.019w    621 calls
| | New vector                      :      0.067u      0.017s      0.020w    621 calls
HF: Form C                          :      0.250u      0.000s      0.130w    670 calls
Grad: V T Perturb                   :      0.983u      0.217s      0.689w     50 calls
Grad: S                             :      0.033u      0.000s      0.032w     50 calls
Grad: JK                            :     65.533u      0.000s     39.346w     50 calls
Grad: XC                            :      0.000u      0.000s      0.000w     50 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:53:02 2021
Timers Off: Tue Jan  5 12:54:15 2021

Wall Time:       72.36 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     19.517u      0.450s     11.972w     58 calls
HF: Form core H                     :      0.067u      0.017s      0.064w     58 calls
HF: Form S/X                        :      0.033u      0.000s      0.010w     58 calls
HF: Guess                           :      0.400u      0.000s      0.239w     58 calls
SAD Guess                           :      0.367u      0.000s      0.222w      2 calls
HF: Form G                          :      4.517u      0.067s      2.774w    747 calls
JK: D                               :      0.017u      0.017s      0.006w    747 calls
JK: USO2AO                          :      0.050u      0.000s      0.045w    747 calls
JK: JK                              :      4.317u      0.050s      2.635w    747 calls
PK computes JK                      :      4.317u      0.050s      2.634w    747 calls
JK: AO2USO                          :      0.100u      0.000s      0.058w    747 calls
HF: Form F                          :      0.000u      0.000s      0.006w    747 calls
HF: Form D                          :      0.017u      0.000s      0.008w    747 calls
HF: DIIS                            :      0.517u      0.000s      0.311w    745 calls
DIISManager::add_entry              :      0.067u      0.000s      0.038w    689 calls
DIISManager::extrapolate            :      0.133u      0.000s      0.071w    689 calls
bMatrix setup                       :      0.033u      0.000s      0.027w    689 calls
bMatrix pseudoinverse               :      0.067u      0.000s      0.021w    689 calls
New vector                          :      0.033u      0.000s      0.022w    689 calls
HF: Form C                          :      0.217u      0.000s      0.145w    745 calls
Grad: V T Perturb                   :      1.100u      0.250s      0.808w     58 calls
Grad: S                             :      0.017u      0.000s      0.038w     58 calls
Grad: JK                            :     76.033u      0.017s     45.615w     58 calls
Grad: XC                            :      0.000u      0.000s      0.000w     58 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     19.517u      0.450s     11.972w     58 calls
HF: Form core H                     :      0.067u      0.017s      0.064w     58 calls
HF: Form S/X                        :      0.033u      0.000s      0.010w     58 calls
HF: Guess                           :      0.400u      0.000s      0.239w     58 calls
| SAD Guess                         :      0.367u      0.000s      0.222w      2 calls
HF: Form G                          :      4.517u      0.067s      2.774w    747 calls
| JK: D                             :      0.017u      0.017s      0.006w    747 calls
| JK: USO2AO                        :      0.050u      0.000s      0.045w    747 calls
| JK: JK                            :      4.317u      0.050s      2.635w    747 calls
| | PK computes JK                  :      4.317u      0.050s      2.634w    747 calls
| JK: AO2USO                        :      0.100u      0.000s      0.058w    747 calls
HF: Form F                          :      0.000u      0.000s      0.006w    747 calls
HF: Form D                          :      0.017u      0.000s      0.008w    747 calls
HF: DIIS                            :      0.517u      0.000s      0.311w    745 calls
| DIISManager::add_entry            :      0.067u      0.000s      0.038w    689 calls
| DIISManager::extrapolate          :      0.133u      0.000s      0.071w    689 calls
| | bMatrix setup                   :      0.033u      0.000s      0.027w    689 calls
| | bMatrix pseudoinverse           :      0.067u      0.000s      0.021w    689 calls
| | New vector                      :      0.033u      0.000s      0.022w    689 calls
HF: Form C                          :      0.217u      0.000s      0.145w    745 calls
Grad: V T Perturb                   :      1.100u      0.250s      0.808w     58 calls
Grad: S                             :      0.017u      0.000s      0.038w     58 calls
Grad: JK                            :     76.033u      0.017s     45.615w     58 calls
Grad: XC                            :      0.000u      0.000s      0.000w     58 calls

**************************************************************************************

Host: smg13363-ws

Timers On : Tue Jan  5 12:55:58 2021
Timers Off: Tue Jan  5 12:56:51 2021

Wall Time:       53.50 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     14.817u      0.283s      9.012w     43 calls
HF: Form core H                     :      0.000u      0.000s      0.048w     43 calls
HF: Form S/X                        :      0.017u      0.000s      0.008w     43 calls
HF: Guess                           :      0.400u      0.000s      0.238w     43 calls
SAD Guess                           :      0.367u      0.000s      0.222w      2 calls
HF: Form G                          :      3.417u      0.083s      2.049w    553 calls
JK: D                               :      0.000u      0.000s      0.004w    553 calls
JK: USO2AO                          :      0.067u      0.000s      0.034w    553 calls
JK: JK                              :      3.233u      0.083s      1.947w    553 calls
PK computes JK                      :      3.217u      0.083s      1.946w    553 calls
JK: AO2USO                          :      0.100u      0.000s      0.043w    553 calls
HF: Form F                          :      0.000u      0.000s      0.005w    553 calls
HF: Form D                          :      0.000u      0.000s      0.006w    553 calls
HF: DIIS                            :      0.367u      0.000s      0.230w    551 calls
DIISManager::add_entry              :      0.067u      0.000s      0.028w    510 calls
DIISManager::extrapolate            :      0.067u      0.000s      0.052w    510 calls
bMatrix setup                       :      0.050u      0.000s      0.020w    510 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.015w    510 calls
New vector                          :      0.000u      0.000s      0.016w    510 calls
HF: Form C                          :      0.133u      0.000s      0.107w    551 calls
