1.500000000000000000e+00 -1.512610253562514231e+02
1.571428571428571397e+00 -1.512859152668887077e+02
1.642857142857142794e+00 -1.513027899275881225e+02
1.714285714285714191e+00 -1.513136708580810250e+02
1.785714285714285587e+00 -1.513202027758746908e+02
1.857142857142857206e+00 -1.513236649910996050e+02
1.928571428571428603e+00 -1.513250311124078564e+02
2.000000000000000000e+00 -1.513250311061594857e+02
2.071428571428571175e+00 -1.513242039863435764e+02
2.142857142857142794e+00 -1.513229400940465155e+02
2.214285714285714413e+00 -1.513215147748209972e+02
2.285714285714285587e+00 -1.513201152048180518e+02
2.357142857142857206e+00 -1.513188616149128336e+02
2.428571428571428381e+00 -1.513178242122341715e+02
2.500000000000000000e+00 -1.513170366680699885e+02
2.571428571428571175e+00 -1.513165069265033367e+02
2.642857142857142794e+00 -1.513162257886844486e+02
2.714285714285714413e+00 -1.513161735205056004e+02
2.785714285714285587e+00 -1.513163247266319900e+02
2.857142857142856762e+00 -1.513166517532673367e+02
2.928571428571428381e+00 -1.513171268807545573e+02
3.000000000000000000e+00 -1.513177236268133186e+02
3.071428571428571175e+00 -1.513184174782507512e+02
3.142857142857142794e+00 -1.513191861797581623e+02
3.214285714285714413e+00 -1.513200099116444619e+02
3.285714285714285587e+00 -1.513208712693087250e+02
3.357142857142856762e+00 -1.513217552099057457e+02
3.428571428571428381e+00 -1.513226489413233082e+02
3.500000000000000000e+00 -1.513235417719714633e+02
3.571428571428571175e+00 -1.513244249375938750e+02
3.642857142857142794e+00 -1.513252914034200103e+02
3.714285714285713969e+00 -1.513261356672903730e+02
3.785714285714285587e+00 -1.513269535629807763e+02
3.857142857142857206e+00 -1.513277420674019993e+02
3.928571428571428381e+00 -1.513284991288626031e+02
4.000000000000000000e+00 -1.513292235078397141e+02
4.071428571428571175e+00 -1.513299146363142142e+02
4.142857142857142350e+00 -1.513305724944151791e+02
4.214285714285713524e+00 -1.513311975025801814e+02
4.285714285714285587e+00 -1.513317904292382536e+02
4.357142857142856762e+00 -1.513323523113241436e+02
4.428571428571428825e+00 -1.513328843861129087e+02
4.500000000000000000e+00 -1.513333880371933446e+02
4.571428571428571175e+00 -1.513338647419014933e+02
4.642857142857142350e+00 -1.513343160327971191e+02
4.714285714285713524e+00 -1.513347434619481646e+02
4.785714285714285587e+00 -1.513351485772692229e+02
4.857142857142856762e+00 -1.513355328904519013e+02
4.928571428571428825e+00 -1.513358978673919353e+02
5.000000000000000000e+00 -1.513362449116079915e+02
6.938775510204081343e+00 -1.513420151720757190e+02
8.877551020408162685e+00 -1.513451539163802124e+02
1.081632653061224403e+01 -1.513472716052572480e+02
1.275510204081632537e+01 -1.513487635697360929e+02
